time,symbol,market_type,open,high,low,close,volume,ret_1,ret_5,rsi_14,atr_14,atr_pct,adx_14,ema_20,ema_50,ema_200,ema_spread_20_50,ema_spread_50_200,macd_hist,bb_pct,target_ret_1,target_ret_5,target_class
2022-01-26,EURUSD=X,forex,1.1304,1.1313,1.1272,1.1305,0,-0.001678,-0.002207,45.14,0.00694,0.00614,16.06,1.13437,1.13706,,-0.002368,,-0.000664,,-0.005396,-0.002742,0
2022-01-27,EURUSD=X,forex,1.1242,1.1245,1.1134,1.1244,0,-0.005396,-0.008728,39.24,0.00767,0.00682,17.87,1.13342,1.13657,,-0.002768,,-0.001158,,-0.008627,0.00498,0
2022-01-28,EURUSD=X,forex,1.1146,1.117,1.1123,1.1147,0,-0.008627,-0.01476,32.07,0.00798,0.00716,19.67,1.13164,1.13571,,-0.003584,,-0.002029,,0.000449,0.025926,1
2022-01-31,EURUSD=X,forex,1.1151,1.1217,1.1145,1.1152,0,0.000449,-0.016665,32.75,0.00793,0.00711,20.18,1.13007,1.1349,,-0.004258,,-0.002434,,0.006994,0.02717,1
2022-02-01,EURUSD=X,forex,1.1229,1.1279,1.1222,1.123,0,0.006994,-0.008301,42.46,0.00827,0.00736,19.4,1.1294,1.13444,,-0.004442,,-0.002055,,0.003918,0.018967,1
2022-02-02,EURUSD=X,forex,1.1273,1.1329,1.1267,1.1274,0,0.003918,-0.002742,47.1,0.00838,0.00744,18.19,1.12921,1.13416,,-0.004367,,-0.001417,,0.002306,0.013039,1
2022-02-03,EURUSD=X,forex,1.13,1.1451,1.1272,1.13,0,0.002306,0.00498,49.68,0.00906,0.00802,18.61,1.12928,1.134,,-0.004157,,-0.000761,,0.012035,0.010796,1
2022-02-04,EURUSD=X,forex,1.1435,1.1484,1.1413,1.1436,0,0.012035,0.025926,60.54,0.00973,0.00851,19.32,1.13065,1.13437,,-0.003286,,0.000575,,0.001661,-0.001749,0
2022-02-07,EURUSD=X,forex,1.1455,1.146,1.1417,1.1455,0,0.001661,0.02717,61.78,0.00934,0.00816,19.98,1.13206,1.13481,,-0.002423,,0.00152,,-0.001048,-0.007857,0
2022-02-08,EURUSD=X,forex,1.1441,1.1451,1.1397,1.1443,0,-0.001048,0.018967,60.48,0.00909,0.00794,20.22,1.13323,1.13518,,-0.001723,,0.001968,,-0.001923,-0.011972,-1
2022-02-09,EURUSD=X,forex,1.1421,1.1447,1.1403,1.1421,0,-0.001923,0.013039,58.08,0.00876,0.00767,20.45,1.13407,1.13545,,-0.001217,,0.002014,,0.000088,-0.005604,0
2022-02-10,EURUSD=X,forex,1.1421,1.1494,1.1381,1.1422,0,0.000088,0.010796,58.16,0.00894,0.00782,21.2,1.13485,1.13572,,-0.000768,,0.001947,,-0.000525,-0.004115,0
2022-02-11,EURUSD=X,forex,1.1412,1.1419,1.1371,1.1416,0,-0.000525,-0.001749,57.44,0.00866,0.00759,21.69,1.13549,1.13595,,-0.000405,,0.001763,,-0.004467,-0.00438,0
2022-02-14,EURUSD=X,forex,1.1366,1.1369,1.1293,1.1365,0,-0.004467,-0.007857,51.6,0.00892,0.00785,20.7,1.13559,1.13597,,-0.000339,,0.001225,,-0.005191,-0.004223,0
2022-02-15,EURUSD=X,forex,1.1306,1.1369,1.1306,1.1306,0,-0.005191,-0.011972,45.8,0.00874,0.00773,19.78,1.13511,1.13576,,-0.000572,,0.00044,,0.004511,0.000354,0
2022-02-16,EURUSD=X,forex,1.1356,1.1393,1.1345,1.1357,0,0.004511,-0.005604,50.93,0.00873,0.00769,19.28,1.13517,1.13576,,-0.00052,,0.000241,,0.001585,-0.002465,0
2022-02-17,EURUSD=X,forex,1.1373,1.1387,1.1328,1.1375,0,0.001585,-0.004115,52.64,0.00853,0.0075,18.5,1.13539,1.13583,,-0.000385,,0.000209,,-0.000791,-0.006066,0
2022-02-18,EURUSD=X,forex,1.1364,1.1377,1.1316,1.1366,0,-0.000791,-0.00438,51.67,0.00836,0.00735,17.55,1.1355,1.13586,,-0.00031,,0.000111,,-0.004311,-0.015397,-1
2022-02-21,EURUSD=X,forex,1.1317,1.1386,1.1314,1.1317,0,-0.004311,-0.004223,46.65,0.00827,0.00731,16.82,1.13514,1.13569,,-0.000486,,-0.000279,,-0.000619,-0.012017,-1
2022-02-22,EURUSD=X,forex,1.131,1.1364,1.1289,1.131,0,-0.000619,0.000354,45.96,0.00822,0.00727,15.66,1.13475,1.13551,,-0.000671,,-0.000563,,0.00168,-0.008311,0
2022-02-23,EURUSD=X,forex,1.1331,1.136,1.1307,1.1329,0,0.00168,-0.002465,48.19,0.00801,0.00707,14.57,1.13457,1.13541,,-0.000736,,-0.000598,,-0.00203,-0.017301,-1
